TIPO LOGR,LOGRD,NUMERO,BAIRRO,MUNICIPIO,UF,Latitude,Longitude
RUA,JOAQUIM MARQUES,131,ALTO DA FLORESTA,Cedro,CE,-6.5997155,-39.0660068
AVENIDA,VEREADOR ENEAS VIANA DE ARAUJO,122,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,SAO JOSE,1382,PEGA AVOANTE,Cedro,CE,-6.60667,-39.06222
TERMINAL,RODOVIARIO,SN,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,VEREADOR ANTONIO VIANA DE ARAUJO,15,ALTO DA FLORESTA,Cedro,CE,-8.60111,-38.56861
GALERIA,GUEDES,39,CENTRO,Cedro,CE,-6.60667,-39.06222
AVENIDA,ROSITA AFONSO,37,JARDIN AFONSO CELSO,Cedro,CE,-6.595184,-39.0672313
RUA,VICENTE VIANA,477,CENTRO,Cedro,CE,-6.60667,-39.06222
AVENIDA,JOAQUIM ALVES DOS SANTOS,511,CENTRO,Cedro,CE,-6.60667,-39.06222
ALAMEDA,JOSE QUINTINO,218,PRADO,Cedro,CE,-6.6029799,-39.0559769
RUA,VICENTE VIANA,557,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,SITIO CARIUZINHO,00,SITIO,Cedro,CE,-6.60667,-39.06222
RUA,CORONEL JOAO CANDIDO,36,CENTRO,Cedro,CE,-6.60667,-39.06222
DISTRITO,AGROVILA UBALDINHO,56,ZONA RURAL,Cedro,CE,-6.60667,-39.06222
RUA,RUA RAIMUNDO  CAUBI DOS SANTOS,201,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,CORONEL JOAO CANDIDO,36,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,PADRE CICERO,268,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,CANGALHA,843,ANGICOS,Cedro,CE,-6.60667,-39.06222
RUA,CEL. JOSE DE ALBUQUERQUE,387,CENTRO,Cedro,CE,-6.60667,-39.06222
RODOVIA,PADRE CICERO,SN,CENTRO,Cedro,CE,-6.60667,-39.06222
10A RUA,SAO JOSE,1274,PEGA AVOANTE,Cedro,CE,-6.60667,-39.06222
RUA,CORONEL CAETANO AFONSO,532,DIVISAO,Cedro,CE,-6.6170741,-39.0607088
RUA,SENADOR JOAO TOME,184,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,PADRE CICERO,38,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,JOSE GONCALVES VIANA,341,FATIMA,Cedro,CE,-6.60667,-39.06222
10A RUA,JOEL PASSOS,831,CENTRO,Cedro,CE,-6.60667,-39.06222
1A AVENIDA,PEDRO LOPES VIEIRA OU DR FCO SA,308,CENTRO,Cedro,CE,27.6091,94.7942
RODOVIA,CE-284,SN,AREA RURAL,Cedro,CE,-6.60667,-39.06222
RUA,ANTONIO VALDER VIANA,123,CENTRO,Cedro,CE,-6.60667,-39.06222
AVENIDA,FRANCISCO HELIO DE ARAUJO,327,PRADO,Cedro,CE,-6.60667,-39.06222
RUA,ERNESTO TEXEIRA DE ABREU,33,CENTRO,Cedro,CE,-6.60667,-39.06222
AVENIDA,PEDRO LOPES VIEIRA,382,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,PE SA,203,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,ADAUTO CASTELO,396-D,CENTRO,Cedro,CE,-6.60667,-39.06222
AVENIDA,ENEAS VIANA DE ARAUJO,120,MONTEVIDEO,Cedro,CE,-6.60667,-39.06222
RUA,DR FRANCISCO SA,S N,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,JOEL PESSOA,780,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,DOS CORREIOS,S N,VARZEA,Cedro,CE,-6.48333,-39.1
RUA,VEREADOR PEDRO LOPES VIEIRA,SN,CENTRO,Cedro,CE,-6.60667,-39.06222
AVENIDA,JOSE QUINTINO,131,PRADO,Cedro,CE,-6.60667,-39.06222
RUA,ANTONIO VALDER VIANA,174,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,JULIO ALVES DOS SANTOS,216,FATIMA,Cedro,CE,-6.6029301,-39.0636908
RUA,VICENTE VIANA,584,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,SAO JOSE,1686,PEGA AVOANTE,Cedro,CE,-6.60667,-39.06222
RUA,DEPUTADO LIBERATO MOACIR DE AGUIAR,172,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,SAO JOSE,746,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,ANTONIO VALDER VIANA,88,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,VICENTINA DE ALBUQUERQUE,209,FATIMA,Cedro,CE,-6.60667,-39.06222
RUA,Alameda Jose Quintino,396,Prado,Cedro,CE,-6.6029799,-39.0559769
SITIO,MANOEL ALEXANDRE 2,S/N,ZONA RURAL,Cedro,CE,-6.60667,-39.06222
RUA,JOSE VICENTE DA SILVA,112,PEGA AVOANTE,Cedro,CE,-6.60667,-39.06222
RUA,VEREADOR SALUSTIANO MOURA,000000,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,VEREADOR ALVES DINIZ,51,FATIMA,Cedro,CE,-6.6062114,-39.0641803
AVENIDA,DOM PEDRO LOPES,262,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,CORONEL JOSE CANDIDO,36,CENTRO,Cedro,CE,-6.60667,-39.06222
GALERIA,BACANA,51,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,CEL. JOAO CANDIDO,460 B,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,LAGOA DOS CAVALOS,S/N,DISTRITO DE CANDEIAS,Cedro,CE,-6.59806,-39.1
RODOVIA,ROD CE 153 TRECHO LAGEDO - VARZEA DA CONCEICAO,SN,VARZEA DA CONCEICAO,Cedro,CE,-6.28614,-35.35558
RUA,DO COMERCIO,155,VARZEA DA CONCEICAO,Cedro,CE,-6.4759758,-39.1112007
10A RUA,RUA :CORONEL JOAO CANDIDO,235,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,SENADOR JOAO TOME,26,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,Lagedo,708,lagedo,Cedro,CE,-6.51167,-39.05972
RUA,CICERO FERNANDES VIEIRA,397,ALTO DO PADEIRO,Cedro,CE,-6.6086305,-39.0561946
SITIO,LAGEDO,645.A,LAGEDO,Cedro,CE,-6.51167,-39.05972
RUA,SOA JOSE,1376,PEGA AVOANTE,Cedro,CE,-6.60667,-39.06222
RUA,AZARIAS ALVES DINIZ,70A,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,JOAO CANDIDO,36,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,DOS CAMPEOES,55,PEGA AVOANTE,Cedro,CE,-6.60667,-39.06222
RUA,OBI JUCA DINIZ,242,PRADO,Cedro,CE,-6.6041621,-39.0586257
RODOVIA,PADRE CICERO,SN,VALE DO MACHADO,Cedro,CE,-6.60667,-39.06222
RUA,RAIMUNDO PAIVA DA SILVA,240,DIVISAO,Cedro,CE,-6.6108276,-39.0625894
RUA,SINHA DE ALCANTARA,347,DIVISAO,Cedro,CE,-6.6103745,-39.0592504
10A RUA,21 DE OUTUBRO,1316,ALTO PADEIRO,Cedro,CE,-6.6074676,-39.0610877
AVENIDA,PEDRO LOPES VIEIRA,132,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,ZE PAJE,335,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,CORONEL JOSE DE ALBURQUERQUE,505,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,ANTONIO VALDER VIANA,180,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,PREFEITO ANTONIO ALVES DOS SANTOS,294,FATIMA,Cedro,CE,-6.6048196,-39.0634008
TRAVESSA,TRAVESSA ANTONIO MARQUES,33,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,RUA CORONEL CAETANO AFONSO,48,DIVISAO,Cedro,CE,-6.60667,-39.06222
RUA,RAIMUNDO GUEDES MARTINS,14,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,CARIUZINHO,01,ZONA RURAL,Cedro,CE,-6.60667,-39.06222
10A RUA,NOVO CEDRO,10,CEDRO 1,Cedro,CE,-6.60667,-39.06222
RUA,CEL LUIZ FELIPE,170-A,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,AGROVILA DO ACUDE UBALDINHO,SN,SAO MIGUEL,Cedro,CE,-6.56389,-39.20444
RUA,SENADOR JOAO TOME,34,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,RECANTO,S/N,UBALDINHO,Cedro,CE,-6.58333,-39.23333
RUA,VEREADOR PEDRO SALUSTIANO MOURA,462,CENTRO,Cedro,CE,-6.60667,-39.06222
SÃTIO,LAGOA SECA,SN,UBALDINHO,Cedro,CE,-6.58333,-39.23333
RUA,CEL JOSE DE ALBUQUERQUE,505,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,ADAUTO CASTELO,249,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,TIMBAUBA,SN,VALE TIMBAUBA,Cedro,CE,-6.60667,-39.06222
RUA,JOAO BATISTA MORENO,155,VARZEA DA CONCEICAO,Cedro,CE,-6.4750432,-39.1115344
RUA,CEL JOSE DE ALBUQUERQUE,508,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,PREFEITO ANTONIO ALVES DOS SANTOS,15,FATIMA,Cedro,CE,-6.6048196,-39.0634008
RUA,JOSE GONCALVES VIANA,142,FATIMA,Cedro,CE,-6.60667,-39.06222
RUA,CEL. JOSE DE ALBUQUERQUE,402,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,RAIMUNDO GUEDES MARTINS,752,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,MARIA GONCALVES DE MATOS,S/N,DISTRITO DE CANDEIAS,Cedro,CE,-12.65569,-38.487
RUA,CEL JOSE DE ALBUQUERQUE,559,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,PREFEITO JOSE BATISTA FILHO,1656,PEGA AVOANTE,Cedro,CE,-6.6154061,-39.0591243
RUA,VEREADOR SALUSTIANO MOURA,589,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,SINHA DE ALCANTARA,578,DIVISAO,Cedro,CE,-6.6103745,-39.0592504
RUA,CORONEL JOAO CANDIDO,570,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,RAIMUNDO PAIVA DA SILVA,09,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,VICENTINA ALBUQUERQUE,153,FATIMA,Cedro,CE,-6.6041278,-39.064246
RUA,21 de outubro,696,Centro,Cedro,CE,-6.60667,-39.06222
RUA,VEREADOR ALVES DINIZ,51,FATIMA,Cedro,CE,-6.6062114,-39.0641803
RUA,JOEL PASSOS,936,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,Vinte e Um de Outubro,599,Centro,Cedro,CE,-6.60667,-39.06222
RUA,ANTONIO TOMAZ,116,DIVISAO,Cedro,CE,-6.60667,-39.06222
RUA,JOSE GABRIEL DINIZ,66,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,CORONEL JOSE DE ALBUQUERQUE,508,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,SANTA RITA,180,DISTRITO SANTO ANTONIO,Cedro,CE,-6.58417,-38.97139
DISTRITO,DE CANDEIAS,379,ZONA RURAL,Cedro,CE,-6.60667,-39.06222
RUA,CEL JOSE DE ALBUQUERQUE,577,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,ANGICO - I,31,ZONA RURAL,Cedro,CE,-6.60667,-39.06222
AVENIDA,CEL MANOEL ALEXANDRE DE MOURA,1784,PEGA AVOANTE,Cedro,CE,-6.60667,-39.06222
AVENIDA,JOAQUIM ALVES DOS SANTOS,152,DIVISAO,Cedro,CE,-6.6083429,-39.0628499
SITIO,TELHA,19,SANTO ANTONIO,Cedro,CE,-6.58417,-38.97139
RUA,VER. ENEAS VIANA DE ARAUJO,865,VILA OPERARIA,Cedro,CE,-6.60667,-39.06222
TRAVESSA,EMIDIO JOSE GONCALVES,40,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,CICERO FERNANDES VIEIRA,397,ALTO DO PADEIRO,Cedro,CE,-6.6086305,-39.0561946
RUA,DR GUEDES MARTINS,29,CENTRO,Cedro,CE,-6.60667,-39.06222
AVENIDA,PEDRO LOPES VIEIRA,398,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,03,25,JARDIM AFONSO CELSO,Cedro,CE,-6.60667,-39.06222
RUA,DEPUTADO LIBERATO MOACIR DE AGUIAR,128,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,CEL JOSE DE ALBUQUERQUE,568,CENTRO,Cedro,CE,-6.60667,-39.06222
AVENIDA,PEDRO LOPES VIEIRA,132,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,SITIO RECANTO DO ODILON,0,SANTO ANTONIO,Cedro,CE,-6.58417,-38.97139
RUA,MONSENHOR ANTONIO VIEIRA COSTA,262,ALTO DO PADEIRO,Cedro,CE,-6.6086213,-39.0575485
GALERIA,BACANA,43,CENTRO,Cedro,CE,-6.60667,-39.06222
10A RUA,SITIO ESPERANCA,SN,SANTO ANTONIO,Cedro,CE,-6.58417,-38.97139
ALAMEDA,JOSE QUINTINO,615,PRADO,Cedro,CE,-6.5999284,-39.0554973
RUA,JADELGENA DE ARAUJO SILVA,400,CENTRO,Cedro,CE,-6.60667,-39.06222
AVENIDA,DOUTOR CANDIDO JOSE DA COSTA,1252,PEGA AVOANTE,Cedro,CE,-6.60667,-39.06222
SITIO,MUNDO NOVO,822,DISTRITO VARZEA DA CONCEICAO,Cedro,CE,-6.475,-39.11333
RUA,MONSENHOR ANTONIO VIEIRA COSTA,326,ALTO DO PADEIRO,Cedro,CE,-6.6086213,-39.0575485
1A AVENIDA,PEDRO LOPES VIEIRA OU DR FCO SA,308,CENTRO,Cedro,CE,27.6091,94.7942
RUA,R VICAK ALBUQUERQUE,113,JARDIM AFONSO CELSO,Cedro,CE,-6.60667,-39.06222
RUA,VICK ALBUQUERQUE,113,JARDIM AFONSO CELSO,Cedro,CE,-6.60667,-39.06222
RUA,SAO JOSE,879,PEGA AVOANTE,Cedro,CE,-6.60667,-39.06222
AVENIDA,FRANCISCO HELIO DE ARAUJO,327,PRADO,Cedro,CE,-6.60667,-39.06222
RUA,ERNESTO TEXEIRA DE ABREU,33,CENTRO,Cedro,CE,-6.60667,-39.06222
AVENIDA,PEDRO LOPES VIEIRA,398,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,RAIMUNDO GEUDES MARTINS,525,VILA OPERARIA,Cedro,CE,-6.60667,-39.06222
RUA,VEREADOR PEDRO LOPES VIEIRA,298,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,CAJUI,SN,CANDEIAS,Cedro,CE,-6.59806,-39.1
AVENIDA,PEDRO LOPES VIEIRA,262,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,VICENTE VIANA,584,CENTRO,Cedro,CE,-6.60667,-39.06222
SITIO,AGROVILA DO ACUDE UBALDINHO,SN,SAO MIGUEL,Cedro,CE,-6.56389,-39.20444
RUA,VEREADOR SALUSTIANO MOURA,501,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,VEREADOR SALUSTIANO MOURA,550,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,CEL. JOSE DE ALBUQUERQUE,515,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,PROFESSOR NATANAEL CORTEZ,889,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,CEL JOSE DE ALBUQUERQUE,S N,CENTRO,Cedro,CE,-6.60667,-39.06222
DISTRITO,LAGEDO,SN,LAGEDO,Cedro,CE,-6.51167,-39.05972
RUA,CEL JOSE DE ALBUQUERQUE,508,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,ZE PAJE,56,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,JOSE PAJE,394,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,SINHA DE ALCANTARA,578,DIVISAO,Cedro,CE,-6.6103745,-39.0592504
RUA,RAIMUNDO PAIVA DA SILVA,09,CENTRO,Cedro,CE,-6.60667,-39.06222
RUA,CHIQUINHO CARTEIRO,56,ALTO DO PADEIRO,Cedro,CE,-6.6104784,-39.0560304
